state,year,vehicle_segment,ice_vehicle_registrations,ev_vehicle_registrations
Delhi,2017,2W,89128,7743
Haryana,2022,4W,81170,12147
West Bengal,2022,3W,96587,20090
Odisha,2016,2W,119035,9650
Gujarat,2017,2W,39279,11078
Assam,2024,2W,52276,5223
Odisha,2021,4W,40505,2751
Delhi,2018,2W,105651,7841
Uttar Pradesh,2018,3W,112083,17963
West Bengal,2019,4W,123426,10900
Chhattisgarh,2024,3W,155979,44658
Telangana,2024,4W,129664,5503
Chhattisgarh,2020,4W,58356,7165
Tamil Nadu,2021,4W,75742,5305
Gujarat,2023,3W,129959,50064
Maharashtra,2021,2W,116475,41807
Odisha,2024,3W,83344,19826
Odisha,2024,4W,98547,4007
Kerala,2024,3W,120786,31137
Karnataka,2022,4W,46631,18014
Bihar,2020,2W,17011,2283
Bihar,2021,3W,91215,15238
Karnataka,2021,2W,83556,4442
Rajasthan,2020,3W,61923,8963
West Bengal,2023,2W,95077,19173
Maharashtra,2016,4W,41370,8179
Delhi,2021,4W,58195,7185
Tamil Nadu,2018,3W,47539,9626
Assam,2019,4W,50637,0
Maharashtra,2019,2W,84033,19420
Kerala,2016,4W,87858,4633
Rajasthan,2017,2W,37289,1959
Delhi,2017,3W,50228,7680
Gujarat,2017,3W,82660,22831
Telangana,2020,4W,110991,2809
Jharkhand,2017,3W,77744,3823
Kerala,2023,2W,87210,5174
Odisha,2017,3W,34051,918
West Bengal,2022,4W,98204,2928
Chhattisgarh,2020,2W,54396,8714
Chhattisgarh,2021,3W,87859,27815
Telangana,2020,2W,73196,5805
Madhya Pradesh,2021,3W,85195,6125
Uttar Pradesh,2024,4W,99294,27160
Telangana,2017,3W,117084,6222
Delhi,2017,3W,81711,15440
Chhattisgarh,2023,4W,92930,20395
Delhi,2018,3W,79097,15273
Madhya Pradesh,2020,3W,73555,5013
Madhya Pradesh,2019,2W,92125,6035
West Bengal,2023,4W,88115,14632
Chhattisgarh,2017,4W,55158,11641
Tamil Nadu,2016,2W,119489,30352
Jharkhand,2019,2W,47991,14080
Gujarat,2020,2W,63090,15593
Haryana,2019,2W,83698,20570
Kerala,2023,2W,105870,23475
Tamil Nadu,2023,3W,106001,18346
West Bengal,2021,3W,104084,14269
Jharkhand,2022,4W,55190,12028
Madhya Pradesh,2021,4W,92960,6222
Maharashtra,2020,2W,63639,0
Gujarat,2019,3W,75887,8495
West Bengal,2021,2W,100949,20597
Punjab,2016,2W,27728,9891
Uttar Pradesh,2017,3W,67550,15046
West Bengal,2022,4W,82899,17728
Delhi,2023,4W,118405,16599
Odisha,2022,4W,29471,4244
Tamil Nadu,2022,3W,106212,12908
Karnataka,2017,3W,76261,11027
Chhattisgarh,2019,3W,90164,18754
Madhya Pradesh,2022,3W,93679,8665
Kerala,2022,4W,43797,3958
Karnataka,2021,4W,109271,10498
Delhi,2018,4W,76174,7912
Odisha,2020,2W,89147,0
Karnataka,2019,3W,93030,15975
Assam,2016,2W,68083,20598
Karnataka,2023,4W,91999,3308
Haryana,2023,4W,136208,20524
Gujarat,2017,2W,83649,15431
Kerala,2021,2W,101447,7948
Uttar Pradesh,2016,4W,16851,2490
Jharkhand,2017,2W,115997,20703
Delhi,2020,2W,52668,3452
Kerala,2021,4W,85442,16665
Punjab,2024,4W,175925,38968
Telangana,2016,3W,97584,15588
Tamil Nadu,2020,3W,62554,15377
Gujarat,2016,3W,88679,15079
Karnataka,2020,4W,74369,21338
Karnataka,2024,4W,94014,22167
Maharashtra,2024,4W,104730,12264
Kerala,2020,2W,115355,31464
Maharashtra,2021,2W,94126,32744
Karnataka,2018,3W,48242,13861
Gujarat,2019,3W,125992,28000
West Bengal,2022,3W,106380,34236
Madhya Pradesh,2018,4W,87255,6906
Telangana,2019,2W,15786,334
West Bengal,2020,3W,56580,13148
Karnataka,2023,3W,95924,5357
Kerala,2020,2W,9410,0
Assam,2021,3W,21759,4439
Odisha,2016,3W,47523,11209
Rajasthan,2019,3W,106992,31659
West Bengal,2023,2W,77760,4519
Odisha,2018,2W,44066,0
Assam,2016,2W,163584,37707
Maharashtra,2020,4W,116712,27663
Odisha,2017,4W,82238,18829
Jharkhand,2019,4W,62567,23520
Karnataka,2018,3W,117005,11427
Telangana,2017,2W,97637,23268
Kerala,2022,4W,63913,7972
Chhattisgarh,2022,3W,114118,23018
Maharashtra,2024,4W,85087,16790
Telangana,2024,3W,74858,21121
Rajasthan,2017,4W,106427,38875
Jharkhand,2018,4W,100715,30099
Karnataka,2022,2W,72447,19676
Punjab,2021,2W,120005,29281
Madhya Pradesh,2020,2W,56969,11867
Maharashtra,2023,2W,137266,35679
Maharashtra,2016,2W,75485,6342
Assam,2019,2W,97500,26827
Odisha,2024,3W,71352,12264
Rajasthan,2017,3W,39634,13449
Telangana,2021,2W,94212,8568
Maharashtra,2018,2W,93317,12440
Gujarat,2016,2W,50648,14958
Tamil Nadu,2017,2W,66955,11528
Madhya Pradesh,2023,2W,36154,6097
Punjab,2020,4W,102471,11965
Assam,2018,4W,78957,15024
Assam,2020,2W,161252,33672
Maharashtra,2023,4W,1839,532
Chhattisgarh,2018,2W,66368,14156
Chhattisgarh,2018,4W,75730,15658
Tamil Nadu,2018,4W,3422,553
Maharashtra,2023,2W,65420,20538
Telangana,2019,4W,70632,22809
Bihar,2022,3W,34810,4641
Telangana,2024,2W,81750,12318
Gujarat,2017,2W,99402,13163
Tamil Nadu,2021,4W,60723,6804
Assam,2023,2W,58591,3329
Gujarat,2017,3W,56924,4257
Odisha,2022,2W,132035,8625
Assam,2021,4W,78415,22828
Kerala,2020,4W,117605,19200
Assam,2022,2W,124431,40703
Uttar Pradesh,2021,4W,58778,11943
Bihar,2022,4W,84959,32932
Madhya Pradesh,2024,4W,75350,7381
Chhattisgarh,2020,3W,12506,4415
Telangana,2021,4W,61864,19705
Madhya Pradesh,2024,3W,107153,2025
Punjab,2016,4W,60419,19460
Telangana,2023,3W,56545,15961
Odisha,2022,3W,101589,6731
Uttar Pradesh,2019,2W,139503,43837
Punjab,2022,2W,70183,28624
Jharkhand,2020,2W,41253,7293
Maharashtra,2022,4W,47027,7908
Assam,2021,3W,110823,17924
Telangana,2024,2W,46960,11714
Haryana,2023,4W,51675,12571
Madhya Pradesh,2017,4W,69925,20383
Punjab,2022,2W,83329,30193
Delhi,2023,3W,108144,0
Rajasthan,2024,4W,103252,12737
Haryana,2022,2W,44727,4946
Maharashtra,2022,3W,68431,9085
Odisha,2021,2W,55013,0
Tamil Nadu,2024,2W,51062,6329
Rajasthan,2024,4W,43215,5618
Maharashtra,2023,3W,34230,7544
Karnataka,2021,3W,194722,47834
Karnataka,2021,4W,52508,9977
Punjab,2016,3W,44892,12843
Punjab,2019,2W,102606,33086
Maharashtra,2019,2W,89679,9380
Delhi,2023,2W,78820,7021
Karnataka,2022,3W,94428,14511
Bihar,2018,4W,106959,4310
Kerala,2018,4W,45439,9978
Delhi,2020,3W,49842,11408
Jharkhand,2018,3W,65456,13032
Bihar,2021,2W,45236,1814
Chhattisgarh,2021,3W,85787,0
Maharashtra,2024,3W,106175,15512
Rajasthan,2024,3W,86459,14172
Kerala,2021,3W,86532,4875
Gujarat,2021,2W,61894,15702
Karnataka,2024,4W,89897,3015
Odisha,2024,3W,38206,4468
Jharkhand,2016,2W,75855,22456
Madhya Pradesh,2021,4W,42813,6407
Kerala,2019,4W,69016,11954
Delhi,2019,4W,100747,25686
Rajasthan,2020,4W,61907,16775
Chhattisgarh,2018,4W,113637,31073
Rajasthan,2016,4W,60933,7808
Maharashtra,2017,2W,108686,16502
Punjab,2023,4W,108138,20638
Tamil Nadu,2017,4W,87754,12042
West Bengal,2023,3W,13649,970
Tamil Nadu,2021,2W,129958,4647
Punjab,2021,3W,105933,4308
Tamil Nadu,2021,2W,54718,16119
Punjab,2020,2W,72757,7402
Odisha,2020,4W,96491,25251
Delhi,2024,4W,74770,9680
Rajasthan,2020,4W,109079,13265
Telangana,2023,4W,14512,4491
Rajasthan,2024,4W,73774,15914
Bihar,2017,2W,112825,19596
Karnataka,2019,2W,123267,13758
Rajasthan,2023,3W,96348,0
Madhya Pradesh,2017,2W,68275,28531
Madhya Pradesh,2018,3W,131892,22721
Maharashtra,2016,2W,34951,9806
Chhattisgarh,2018,4W,122809,36726
Tamil Nadu,2024,4W,106433,19313
Madhya Pradesh,2024,3W,22439,7300
Punjab,2016,4W,104493,29931
Rajasthan,2021,4W,60232,10888
Bihar,2016,4W,63275,17442
Gujarat,2016,2W,79906,22347
Gujarat,2018,2W,146212,17195
Uttar Pradesh,2021,3W,135538,6202
Gujarat,2023,3W,77919,13308
Rajasthan,2020,2W,100150,13676
Kerala,2018,2W,74174,22399
West Bengal,2024,2W,51763,9665
Rajasthan,2022,3W,70497,6939
Kerala,2024,2W,55081,22985
Odisha,2016,3W,85573,12382
Rajasthan,2017,3W,60318,15417
West Bengal,2017,2W,57757,9372
Tamil Nadu,2018,3W,33822,2508
Tamil Nadu,2024,4W,110027,29027
Rajasthan,2020,2W,111129,30640
Haryana,2017,4W,129476,19003
Telangana,2022,4W,59742,15965
Maharashtra,2024,2W,75179,17745
Maharashtra,2020,4W,74159,5150
Maharashtra,2022,3W,67351,8950
Punjab,2021,4W,116902,34079
Uttar Pradesh,2022,4W,144636,35859
Madhya Pradesh,2022,2W,82875,16838
Telangana,2021,2W,42221,5840
Madhya Pradesh,2021,3W,144037,42522
Telangana,2020,3W,123261,21707
Punjab,2024,3W,91068,0
Tamil Nadu,2016,4W,101148,12744
Jharkhand,2019,4W,25584,7184
Punjab,2019,2W,74345,21957
Delhi,2022,3W,87915,20867
Jharkhand,2024,3W,136791,29501
Assam,2017,3W,85076,10754
Delhi,2018,4W,119918,2791
Tamil Nadu,2021,2W,69599,8205
Uttar Pradesh,2023,4W,84979,13951
Madhya Pradesh,2020,2W,79462,14029
Tamil Nadu,2019,4W,81691,19509
Tamil Nadu,2018,3W,106731,28688
Maharashtra,2021,2W,88503,14010
Haryana,2021,2W,113200,7953
Chhattisgarh,2020,2W,61741,18183
Madhya Pradesh,2018,3W,95934,11649
Tamil Nadu,2019,4W,118655,26524
Jharkhand,2020,4W,40774,12517
Bihar,2019,3W,38915,2588
Haryana,2017,3W,94898,28725
Assam,2018,3W,91477,15568
Rajasthan,2023,3W,97960,9916
Haryana,2020,4W,128923,20399
Telangana,2020,4W,86155,13405
Maharashtra,2018,2W,6468,1573
Delhi,2020,3W,38209,12345
Karnataka,2021,2W,108274,26166
Delhi,2016,3W,151742,3180
Chhattisgarh,2021,4W,82986,19211
Kerala,2022,2W,122366,24410
Haryana,2018,2W,72691,3766
Jharkhand,2022,2W,35771,2809
Chhattisgarh,2019,2W,77787,14020
Tamil Nadu,2021,2W,13606,4017
Gujarat,2018,4W,93147,12142
Gujarat,2024,3W,90023,4256
Kerala,2019,3W,77305,20510
West Bengal,2023,3W,91124,0
Bihar,2016,2W,77948,20731
Odisha,2018,3W,80941,21849
Karnataka,2022,3W,126383,20060
Uttar Pradesh,2024,3W,87532,11042
Jharkhand,2018,2W,70209,18220
West Bengal,2018,4W,49774,12438
Tamil Nadu,2024,3W,42819,3204
Odisha,2021,2W,90824,13636
Gujarat,2022,2W,38780,5827
Jharkhand,2019,4W,59363,7902
Jharkhand,2021,4W,88934,19299
Tamil Nadu,2023,3W,62785,9398
West Bengal,2023,3W,83310,17182
Odisha,2020,2W,85457,23687
Madhya Pradesh,2016,2W,73165,5927
Odisha,2022,3W,53055,9838
Jharkhand,2016,4W,95321,16353
Punjab,2020,4W,51237,8546
Rajasthan,2020,4W,83825,25155
Jharkhand,2021,2W,109610,33399
Chhattisgarh,2020,4W,62363,12758
Karnataka,2021,2W,129506,45778
Delhi,2021,2W,90540,3988
Bihar,2017,2W,119375,22042
Uttar Pradesh,2022,3W,152450,38778
Delhi,2017,2W,54212,8351
Uttar Pradesh,2022,2W,78308,16960
Rajasthan,2021,4W,36937,1888
Madhya Pradesh,2023,2W,39911,8098
Telangana,2021,4W,56959,15332
Haryana,2022,4W,37168,5427
Kerala,2017,4W,91718,27190
Jharkhand,2019,3W,83076,11202
Delhi,2016,3W,97227,10641
Madhya Pradesh,2017,2W,51831,11422
Bihar,2019,2W,87098,9345
Delhi,2017,3W,114115,18143
Telangana,2020,4W,121100,20282
Telangana,2019,3W,27729,11454
West Bengal,2023,4W,42939,6798
Uttar Pradesh,2021,2W,59962,11511
West Bengal,2021,2W,132743,4278
Rajasthan,2018,3W,2537,98
Madhya Pradesh,2018,2W,96340,13263
Madhya Pradesh,2016,4W,114722,18112
Haryana,2024,3W,127478,30709
Bihar,2016,3W,66930,13218
Jharkhand,2021,2W,41495,2111
Delhi,2017,3W,100480,27755
Assam,2022,3W,110678,40186
Odisha,2024,2W,63196,15304
Punjab,2020,4W,36075,2664
Chhattisgarh,2017,2W,62120,16960
Bihar,2017,3W,4690,1830
Karnataka,2017,4W,53385,8639
Telangana,2024,4W,97254,13111
Tamil Nadu,2020,3W,86112,8030
Bihar,2022,2W,145016,28351
Madhya Pradesh,2016,2W,108822,26517
Jharkhand,2023,3W,71289,12368
Uttar Pradesh,2022,3W,86683,4366
Kerala,2019,3W,128208,28544
Haryana,2017,2W,43960,3326
Rajasthan,2018,4W,72931,16241
Kerala,2023,2W,95691,10808
Jharkhand,2018,4W,75453,25348
Telangana,2017,3W,80843,0
Odisha,2022,4W,55201,15824
Jharkhand,2018,4W,28198,3346
Haryana,2020,3W,64124,12098
Bihar,2024,2W,14867,3187
Bihar,2019,3W,56435,21234
West Bengal,2018,4W,45247,17011
Punjab,2023,3W,74897,16794
Odisha,2024,3W,81624,21403
Punjab,2018,4W,89879,22491
Maharashtra,2020,4W,70931,983
Jharkhand,2017,3W,74386,27989
Gujarat,2024,3W,61684,2378
Odisha,2020,4W,118229,1229
Bihar,2017,4W,105053,23903
Tamil Nadu,2019,2W,47977,16683
Assam,2024,4W,53255,389
Punjab,2024,2W,81779,0
Assam,2023,2W,106404,29989
Tamil Nadu,2021,4W,49123,1158
Maharashtra,2019,2W,65760,12974
Gujarat,2017,2W,56552,4042
Maharashtra,2022,3W,76908,17775
Assam,2019,2W,81952,4819
Rajasthan,2020,3W,131570,16983
Delhi,2024,4W,53862,4458
Haryana,2021,4W,73127,0
Maharashtra,2017,3W,40388,11606
Haryana,2020,4W,119284,14167
Bihar,2018,4W,92526,3834
Telangana,2021,3W,140503,24207
Tamil Nadu,2021,2W,102226,28445
Madhya Pradesh,2020,2W,98412,21050
Delhi,2016,4W,151572,12406
Bihar,2021,3W,51417,0
Gujarat,2023,2W,133493,25104
Assam,2017,4W,86798,4876
West Bengal,2022,2W,68737,11732
Haryana,2017,2W,101380,20041
Uttar Pradesh,2020,2W,103406,5314
Tamil Nadu,2024,4W,49160,16130
Uttar Pradesh,2018,3W,49818,2472
Karnataka,2019,3W,51073,7533
Gujarat,2024,3W,39820,3045
Maharashtra,2023,2W,151840,36059
Uttar Pradesh,2021,4W,30873,6868
Punjab,2016,4W,29084,7537
Chhattisgarh,2022,4W,144060,28690
Uttar Pradesh,2019,4W,95720,10312
Rajasthan,2020,4W,110564,20657
Karnataka,2023,3W,41822,8065
Rajasthan,2017,3W,60926,9398
Madhya Pradesh,2019,4W,45676,13334
Maharashtra,2020,3W,43452,7422
Bihar,2024,4W,102581,13741
Bihar,2017,2W,36622,5339
Chhattisgarh,2016,2W,78169,18856
Bihar,2019,3W,129973,24827
Maharashtra,2019,3W,79368,5325
Gujarat,2020,2W,75383,5431
Rajasthan,2017,3W,70991,14046
Bihar,2016,2W,63559,3373
Assam,2020,2W,76534,0
Jharkhand,2021,2W,97189,6459
Uttar Pradesh,2017,2W,144663,21789
Bihar,2020,3W,59938,13047
Tamil Nadu,2016,4W,57930,5376
West Bengal,2022,3W,97087,20193
Maharashtra,2020,2W,66816,0
Gujarat,2019,3W,37667,4995
Madhya Pradesh,2021,3W,41676,5989
Telangana,2017,2W,77416,14291
Telangana,2024,4W,69091,13466
Punjab,2021,4W,69901,28709
Haryana,2016,4W,124543,39258
Telangana,2016,2W,48115,5697
Madhya Pradesh,2024,2W,111786,27614
Haryana,2020,4W,59680,12567
Gujarat,2019,3W,123727,17245
Chhattisgarh,2020,4W,65541,8709
West Bengal,2022,3W,64170,24084
Kerala,2020,3W,57701,16723
Tamil Nadu,2016,3W,48214,6481
Bihar,2017,2W,37401,6150
Bihar,2017,2W,58520,10816
Kerala,2020,4W,159035,37455
Punjab,2018,2W,102802,19898
Jharkhand,2019,3W,96100,34923
Delhi,2016,2W,47641,12027
Telangana,2024,4W,52051,12722
Punjab,2024,2W,44442,7090
Kerala,2021,2W,125918,25318
Telangana,2022,4W,110086,12206
Karnataka,2019,2W,120451,0
Maharashtra,2016,4W,39309,4679
Haryana,2024,4W,75876,14441
Jharkhand,2016,2W,17692,2928
Maharashtra,2017,2W,44173,2279
Kerala,2021,4W,30503,9504
Delhi,2019,3W,32908,4346
Delhi,2019,3W,57903,4671
Rajasthan,2017,3W,121308,0
Madhya Pradesh,2018,3W,95979,38049
West Bengal,2018,3W,55393,0
Telangana,2017,3W,58846,120
West Bengal,2023,2W,86063,26881
Telangana,2019,3W,114899,25892
Haryana,2024,4W,24305,4393
Chhattisgarh,2024,2W,71322,12352
West Bengal,2023,3W,105023,3483
Assam,2017,4W,108400,30216
Jharkhand,2022,2W,93206,20606
Karnataka,2019,2W,22371,2614
Delhi,2017,4W,112920,23547
Odisha,2022,3W,100887,11706
Odisha,2022,2W,53787,6973
Haryana,2016,4W,97446,23771
Haryana,2024,2W,51598,9815
Jharkhand,2018,3W,141793,41877
Delhi,2018,4W,72564,13294
Delhi,2021,3W,86046,22160
West Bengal,2016,2W,57556,8915
Chhattisgarh,2020,2W,92700,13210
Punjab,2020,4W,92273,23992
Haryana,2017,2W,79609,16140
Telangana,2016,4W,97402,9778
Maharashtra,2019,3W,92646,24462
Gujarat,2018,2W,84748,23529
Rajasthan,2016,4W,34311,12164
Gujarat,2019,4W,59865,8697
Odisha,2019,2W,58094,15742
Telangana,2017,4W,101519,8181
Maharashtra,2022,3W,51111,3230
West Bengal,2022,4W,132014,22052
Telangana,2023,2W,139674,25306
Tamil Nadu,2024,4W,147701,28043
Assam,2023,3W,36058,2054
Chhattisgarh,2018,2W,128015,32890
Odisha,2024,2W,108150,5956
Karnataka,2018,3W,102954,23353
Odisha,2017,2W,113424,39835
Madhya Pradesh,2024,3W,88650,19934
Chhattisgarh,2016,4W,30903,6017
Uttar Pradesh,2024,3W,90887,29323
Delhi,2021,4W,49715,15381
Karnataka,2017,2W,62729,5121
Madhya Pradesh,2018,4W,24029,4338
Maharashtra,2019,3W,80881,24123
Maharashtra,2021,2W,78461,26516
Uttar Pradesh,2022,2W,126527,34173
Jharkhand,2024,3W,73009,22641
Assam,2023,4W,138883,12480
Rajasthan,2016,4W,83338,0
Odisha,2022,3W,33031,8340
Delhi,2022,3W,56427,18135
Delhi,2023,4W,71998,3979
Kerala,2020,2W,103671,15442
Rajasthan,2017,2W,74308,18235
Punjab,2024,4W,37787,5112
Kerala,2016,2W,73766,10885
Punjab,2021,4W,97517,14197
Bihar,2024,3W,58754,22435
Maharashtra,2022,2W,71410,7366
Odisha,2018,3W,122211,28099
Haryana,2017,4W,51964,12304
Assam,2024,4W,50078,7471
Telangana,2021,2W,83134,22428
Karnataka,2023,4W,45015,8148
Rajasthan,2024,4W,14125,3207
Uttar Pradesh,2022,2W,60895,21396
Punjab,2017,4W,119311,25416
Madhya Pradesh,2021,3W,58408,10619
Jharkhand,2017,3W,79775,22635
Telangana,2020,3W,116154,15849
West Bengal,2020,2W,104014,24242
Gujarat,2022,2W,119861,5139
Jharkhand,2016,3W,60707,8143
Punjab,2021,2W,85846,12999
Karnataka,2020,4W,53053,8873
Bihar,2018,2W,82889,15362
Karnataka,2017,3W,74472,15426
Chhattisgarh,2019,3W,126421,46202
Tamil Nadu,2021,3W,100129,16741
Uttar Pradesh,2023,2W,99413,3823
Bihar,2021,3W,74467,2552
Karnataka,2017,2W,89315,16461
Uttar Pradesh,2023,3W,71029,14305
Odisha,2017,4W,133511,24653
Haryana,2024,2W,57018,15057
Telangana,2018,2W,45865,13013
Assam,2017,2W,86936,19131
Tamil Nadu,2019,3W,40464,8411
Telangana,2016,2W,100972,7672
Punjab,2020,4W,8300,2486
Rajasthan,2016,2W,111860,7967
Karnataka,2020,4W,43934,2830
Haryana,2022,4W,69044,19544
Karnataka,2018,4W,82198,3949
Rajasthan,2021,4W,161215,35065
Bihar,2021,4W,106170,15487
West Bengal,2022,4W,113698,27971
Chhattisgarh,2018,3W,111388,22565
Karnataka,2020,3W,53960,9795
Kerala,2018,4W,52670,13534
Maharashtra,2017,3W,80392,540
Uttar Pradesh,2023,4W,134526,39747
Assam,2023,2W,99626,9603
Madhya Pradesh,2019,2W,92833,14882
Uttar Pradesh,2016,4W,103423,7428
West Bengal,2024,2W,110325,19810
Karnataka,2023,2W,81437,4563
Jharkhand,2021,2W,100111,30090
Odisha,2018,3W,130160,12586
Chhattisgarh,2019,2W,60118,17056
Karnataka,2021,3W,65082,12177
Uttar Pradesh,2018,2W,85039,15095
Uttar Pradesh,2016,3W,104169,17202
Bihar,2023,3W,48867,16491
Madhya Pradesh,2020,2W,57162,4592
Tamil Nadu,2017,4W,102662,13751
Punjab,2016,2W,78927,25815
Delhi,2024,3W,118246,10376
Kerala,2022,3W,60626,11735
Tamil Nadu,2017,3W,103489,23560
Delhi,2019,4W,85894,18271
Chhattisgarh,2016,2W,96270,31485
Madhya Pradesh,2018,2W,69537,8033
Assam,2023,4W,58406,17323
Telangana,2022,2W,80108,13384
Gujarat,2022,4W,20595,1927
Gujarat,2019,3W,12492,2212
Telangana,2022,3W,48309,7182
Karnataka,2018,2W,107693,14642
Odisha,2019,3W,83490,27384
Delhi,2017,2W,33263,3617
Telangana,2023,3W,85082,3789
Telangana,2017,4W,70745,14357
Maharashtra,2016,4W,89212,32627
Telangana,2021,4W,77739,11360
West Bengal,2024,3W,91305,30415
Punjab,2022,3W,110107,36214
Punjab,2021,4W,84088,14730
Punjab,2021,4W,62884,3522
Uttar Pradesh,2017,3W,55785,0
Rajasthan,2024,4W,109268,24371
West Bengal,2021,3W,59251,16966
Odisha,2017,4W,90473,28281
Maharashtra,2020,2W,80843,5011
Punjab,2022,2W,99238,25043
Punjab,2021,4W,106359,12663
Rajasthan,2019,4W,107909,0
Punjab,2023,4W,69285,0
Karnataka,2024,4W,59594,9528
Rajasthan,2024,4W,102590,6031
Kerala,2024,2W,125507,26032
Tamil Nadu,2018,4W,58983,13276
Odisha,2024,2W,98514,16309
Delhi,2019,4W,80446,13185
Telangana,2020,3W,70221,8682
Assam,2024,3W,79254,1713
Jharkhand,2023,4W,107798,20556
Jharkhand,2022,2W,110539,21363
Jharkhand,2020,4W,51997,11309
Punjab,2016,2W,49371,12420
Bihar,2021,2W,119572,29536
Punjab,2016,3W,112854,9610
Punjab,2016,2W,48268,2529
West Bengal,2016,3W,176465,41253
Haryana,2017,2W,101276,27604
Haryana,2022,3W,45822,16892
Madhya Pradesh,2023,3W,81237,9108
Rajasthan,2017,3W,1000,12
Jharkhand,2016,2W,104602,19917
Chhattisgarh,2023,4W,58794,16267
Odisha,2020,3W,48266,5514
Gujarat,2024,4W,103618,1956
Delhi,2020,4W,62935,19622
West Bengal,2021,4W,68573,15583
Kerala,2020,2W,46681,11360
Punjab,2020,3W,73994,10905
Delhi,2020,3W,176385,3870
Chhattisgarh,2024,4W,76034,30112
Assam,2022,4W,60607,11428
Telangana,2023,4W,69345,0
Chhattisgarh,2024,2W,69056,13453
Karnataka,2020,3W,50382,9161
Rajasthan,2020,2W,97583,22000
Haryana,2022,3W,88329,9830
Delhi,2019,2W,71959,23716
Haryana,2017,2W,119854,23454
Jharkhand,2019,2W,81136,3711
Rajasthan,2017,3W,109129,14682
Jharkhand,2024,3W,87488,25420
Uttar Pradesh,2023,4W,74938,14504
Delhi,2016,4W,145703,42831
Assam,2020,4W,100469,25263
Maharashtra,2021,2W,117746,13205
Rajasthan,2020,4W,83822,22978
Gujarat,2023,2W,86748,17453
Bihar,2020,4W,52018,12291
Haryana,2021,4W,94618,8512
Telangana,2017,4W,51667,716
Delhi,2016,4W,84692,11645
Madhya Pradesh,2023,2W,77114,2829
Bihar,2020,3W,51856,12072
Delhi,2018,2W,88651,2945
Karnataka,2021,4W,79054,9760
Gujarat,2020,3W,97507,6884
Madhya Pradesh,2023,3W,106137,7703
Gujarat,2024,3W,74578,0
Assam,2020,4W,86403,15752
Bihar,2018,2W,88053,24300
Kerala,2024,4W,76128,14895
Punjab,2016,4W,101732,31329
Bihar,2024,4W,22811,0
Maharashtra,2018,4W,63151,5893
Tamil Nadu,2019,4W,56236,9449
Kerala,2020,4W,54473,18286
Delhi,2021,3W,70026,7517
Maharashtra,2022,2W,63893,7373
Punjab,2018,3W,112738,22069
Telangana,2024,2W,33395,5282
Kerala,2021,4W,106213,27483
Madhya Pradesh,2024,3W,67795,10535
Kerala,2020,3W,67192,11791
Uttar Pradesh,2018,3W,44823,9463
Telangana,2017,2W,141580,35237
Gujarat,2019,3W,73710,1932
Haryana,2016,3W,74270,9591
Rajasthan,2016,4W,64665,11052
Madhya Pradesh,2024,2W,62347,15260
Assam,2019,3W,114853,12373
Gujarat,2017,4W,83996,22916
Maharashtra,2021,4W,91424,15190
Uttar Pradesh,2024,2W,79192,12847
Assam,2024,2W,54534,0
Odisha,2019,3W,68206,12128
Uttar Pradesh,2024,2W,87761,0
Haryana,2020,4W,68038,11065
Bihar,2018,2W,92359,6938
Punjab,2024,2W,43740,11255
Maharashtra,2017,4W,61708,1101
West Bengal,2023,2W,54405,10798
Jharkhand,2018,2W,87180,21521
Tamil Nadu,2021,3W,87219,14469
Maharashtra,2018,3W,38112,11489
Chhattisgarh,2018,4W,117581,16696
Odisha,2024,4W,83341,11186
Jharkhand,2020,3W,59784,12155
Kerala,2020,4W,76481,14891
Maharashtra,2023,3W,103820,32393
Maharashtra,2016,4W,48299,8456
Gujarat,2024,4W,54790,6160
Kerala,2018,2W,74282,6076
Haryana,2017,4W,98949,23801
Delhi,2023,2W,68050,16109
Jharkhand,2017,4W,50558,17587
Karnataka,2024,3W,137999,30741
Jharkhand,2023,3W,69858,9112
Delhi,2016,4W,64267,21048
Kerala,2020,2W,86351,23565
Bihar,2018,4W,106088,9171
Odisha,2016,4W,124858,46572
Uttar Pradesh,2017,2W,117740,39180
Rajasthan,2019,4W,60017,16677
Gujarat,2016,2W,95469,12719
Jharkhand,2023,4W,103395,4930
Telangana,2019,4W,102678,19686
Uttar Pradesh,2022,3W,75160,10253
Kerala,2017,2W,61996,11744
West Bengal,2021,2W,47626,14623
Delhi,2020,4W,89168,10064
Gujarat,2017,3W,5291,1194
West Bengal,2021,2W,65193,7140
Tamil Nadu,2016,2W,84488,13610
Odisha,2019,3W,66575,8186
Uttar Pradesh,2022,4W,56188,11302
Madhya Pradesh,2023,2W,83965,25439
Tamil Nadu,2021,2W,47026,0
Chhattisgarh,2019,2W,71714,5674
Maharashtra,2019,2W,79329,13782
Punjab,2016,4W,80134,0
Delhi,2019,2W,56250,6017
Haryana,2019,4W,60767,10808
Maharashtra,2023,2W,124161,31563
Uttar Pradesh,2019,4W,72530,2699
Telangana,2020,3W,115629,11141
Jharkhand,2019,2W,72359,10371
Kerala,2024,4W,90561,29932
Madhya Pradesh,2020,4W,55379,16288
Delhi,2020,4W,107659,23220
Assam,2016,4W,116140,27947
Uttar Pradesh,2024,2W,80574,2862
Madhya Pradesh,2018,2W,63365,7235
Gujarat,2016,4W,102510,23416
Jharkhand,2021,3W,47497,8868
Bihar,2016,3W,121916,20939
Assam,2020,3W,78887,13618
Gujarat,2019,2W,65536,6904
